value,date,realtime_end,realtime_start
54341,2016-09-01,2019-04-04,2019-04-04
55646,2016-10-01,2019-04-04,2019-04-04
53043,2016-11-01,2019-04-04,2019-04-04
57051,2016-12-01,2019-04-04,2019-04-04
52245,2017-01-01,2019-04-04,2019-04-04
51905,2017-02-01,2019-04-04,2019-04-04
59059,2017-03-01,2019-04-04,2019-04-04
57364,2017-04-01,2019-04-04,2019-04-04
58806,2017-05-01,2019-04-04,2019-04-04
57248,2017-06-01,2019-04-04,2019-04-04
57070,2017-07-01,2019-04-04,2019-04-04
57070,2017-08-01,2019-04-04,2019-04-04
55572,2017-09-01,2019-04-04,2019-04-04
56592,2017-10-01,2019-04-04,2019-04-04
54201,2017-11-01,2019-04-04,2019-04-04
59497,2017-12-01,2019-04-04,2019-04-04
53154,2018-01-01,2019-04-04,2019-04-04
53403,2018-02-01,2019-04-04,2019-04-04
61928,2018-03-01,2019-04-04,2019-04-04
59005,2018-04-01,2019-04-04,2019-04-04
62984,2018-05-01,2019-04-04,2019-04-04
62443,2018-06-01,2019-04-04,2019-04-04
62319,2018-07-01,2019-04-04,2019-04-04
63185,2018-08-01,2019-04-04,2019-04-04
58739,2018-09-01,2019-04-04,2019-04-04
60348,2018-10-01,2019-04-04,2019-04-04
57755,2018-11-01,2019-04-04,2019-04-04
61741,2018-12-01,2019-04-04,2019-04-04
55685,2019-01-01,2019-04-04,2019-04-04
55240,2019-02-01,2019-04-04,2019-04-04
