value,date,realtime_end,realtime_start
28366,2017-11-01,2019-04-04,2019-04-04
28292,2017-12-01,2019-04-04,2019-04-04
28250,2018-01-01,2019-04-04,2019-04-04
27896,2018-02-01,2019-04-04,2019-04-04
28229,2018-03-01,2019-04-04,2019-04-04
28567,2018-04-01,2019-04-04,2019-04-04
29012,2018-05-01,2019-04-04,2019-04-04
29195,2018-06-01,2019-04-04,2019-04-04
29198,2018-07-01,2019-04-04,2019-04-04
29069,2018-08-01,2019-04-04,2019-04-04
29062,2018-09-01,2019-04-04,2019-04-04
28950,2018-10-01,2019-04-04,2019-04-04
29281,2018-11-01,2019-04-04,2019-04-04
28656,2018-12-01,2019-04-04,2019-04-04
29350,2019-01-01,2019-04-04,2019-04-04
29528,2019-02-01,2019-04-04,2019-04-04
