value,date,realtime_end,realtime_start
7086,2011-05-01,2019-04-04,2019-04-04
7039,2011-06-01,2019-04-04,2019-04-04
7241,2011-07-01,2019-04-04,2019-04-04
7685,2011-08-01,2019-04-04,2019-04-04
7450,2011-09-01,2019-04-04,2019-04-04
6967,2011-10-01,2019-04-04,2019-04-04
7931,2011-11-01,2019-04-04,2019-04-04
9029,2011-12-01,2019-04-04,2019-04-04
6866,2012-01-01,2019-04-04,2019-04-04
7169,2012-02-01,2019-04-04,2019-04-04
7784,2012-03-01,2019-04-04,2019-04-04
6872,2012-04-01,2019-04-04,2019-04-04
7683,2012-05-01,2019-04-04,2019-04-04
7378,2012-06-01,2019-04-04,2019-04-04
7551,2012-07-01,2019-04-04,2019-04-04
8064,2012-08-01,2019-04-04,2019-04-04
7439,2012-09-01,2019-04-04,2019-04-04
7260,2012-10-01,2019-04-04,2019-04-04
8260,2012-11-01,2019-04-04,2019-04-04
9216,2012-12-01,2019-04-04,2019-04-04
7297,2013-01-01,2019-04-04,2019-04-04
7089,2013-02-01,2019-04-04,2019-04-04
7875,2013-03-01,2019-04-04,2019-04-04
7314,2013-04-01,2019-04-04,2019-04-04
7834,2013-05-01,2019-04-04,2019-04-04
7558,2013-06-01,2019-04-04,2019-04-04
7977,2013-07-01,2019-04-04,2019-04-04
8461,2013-08-01,2019-04-04,2019-04-04
7848,2013-09-01,2019-04-04,2019-04-04
8059,2013-10-01,2019-04-04,2019-04-04
8842,2013-11-01,2019-04-04,2019-04-04
9195,2013-12-01,2019-04-04,2019-04-04
7201,2014-01-01,2019-04-04,2019-04-04
7227,2014-02-01,2019-04-04,2019-04-04
8104,2014-03-01,2019-04-04,2019-04-04
7791,2014-04-01,2019-04-04,2019-04-04
8384,2014-05-01,2019-04-04,2019-04-04
7881,2014-06-01,2019-04-04,2019-04-04
8403,2014-07-01,2019-04-04,2019-04-04
8734,2014-08-01,2019-04-04,2019-04-04
8371,2014-09-01,2019-04-04,2019-04-04
8441,2014-10-01,2019-04-04,2019-04-04
8950,2014-11-01,2019-04-04,2019-04-04
10231,2014-12-01,2019-04-04,2019-04-04
7964,2015-01-01,2019-04-04,2019-04-04
7514,2015-02-01,2019-04-04,2019-04-04
8616,2015-03-01,2019-04-04,2019-04-04
8261,2015-04-01,2019-04-04,2019-04-04
8893,2015-05-01,2019-04-04,2019-04-04
8576,2015-06-01,2019-04-04,2019-04-04
9110,2015-07-01,2019-04-04,2019-04-04
9148,2015-08-01,2019-04-04,2019-04-04
8967,2015-09-01,2019-04-04,2019-04-04
9108,2015-10-01,2019-04-04,2019-04-04
9488,2015-11-01,2019-04-04,2019-04-04
10925,2015-12-01,2019-04-04,2019-04-04
