value,date,realtime_end,realtime_start
20120,2001-12-01,2019-04-04,2019-04-04
20359,2002-01-01,2019-04-04,2019-04-04
20515,2002-02-01,2019-04-04,2019-04-04
20370,2002-03-01,2019-04-04,2019-04-04
21274,2002-04-01,2019-04-04,2019-04-04
20874,2002-05-01,2019-04-04,2019-04-04
20725,2002-06-01,2019-04-04,2019-04-04
20674,2002-07-01,2019-04-04,2019-04-04
20683,2002-08-01,2019-04-04,2019-04-04
20732,2002-09-01,2019-04-04,2019-04-04
20603,2002-10-01,2019-04-04,2019-04-04
20969,2002-11-01,2019-04-04,2019-04-04
20415,2002-12-01,2019-04-04,2019-04-04
21270,2003-01-01,2019-04-04,2019-04-04
20041,2003-02-01,2019-04-04,2019-04-04
21326,2003-03-01,2019-04-04,2019-04-04
21139,2003-04-01,2019-04-04,2019-04-04
21328,2003-05-01,2019-04-04,2019-04-04
22003,2003-06-01,2019-04-04,2019-04-04
22372,2003-07-01,2019-04-04,2019-04-04
22489,2003-08-01,2019-04-04,2019-04-04
22630,2003-09-01,2019-04-04,2019-04-04
22869,2003-10-01,2019-04-04,2019-04-04
22864,2003-11-01,2019-04-04,2019-04-04
22748,2003-12-01,2019-04-04,2019-04-04
22637,2004-01-01,2019-04-04,2019-04-04
22727,2004-02-01,2019-04-04,2019-04-04
24992,2004-03-01,2019-04-04,2019-04-04
24565,2004-04-01,2019-04-04,2019-04-04
24420,2004-05-01,2019-04-04,2019-04-04
24622,2004-06-01,2019-04-04,2019-04-04
24538,2004-07-01,2019-04-04,2019-04-04
24713,2004-08-01,2019-04-04,2019-04-04
25045,2004-09-01,2019-04-04,2019-04-04
24842,2004-10-01,2019-04-04,2019-04-04
24974,2004-11-01,2019-04-04,2019-04-04
25679,2004-12-01,2019-04-04,2019-04-04
26126,2005-01-01,2019-04-04,2019-04-04
25797,2005-02-01,2019-04-04,2019-04-04
26219,2005-03-01,2019-04-04,2019-04-04
26520,2005-04-01,2019-04-04,2019-04-04
26510,2005-05-01,2019-04-04,2019-04-04
26569,2005-06-01,2019-04-04,2019-04-04
26538,2005-07-01,2019-04-04,2019-04-04
26814,2005-08-01,2019-04-04,2019-04-04
27111,2005-09-01,2019-04-04,2019-04-04
27664,2005-10-01,2019-04-04,2019-04-04
27674,2005-11-01,2019-04-04,2019-04-04
27324,2005-12-01,2019-04-04,2019-04-04
29686,2006-01-01,2019-04-04,2019-04-04
29479,2006-02-01,2019-04-04,2019-04-04
29289,2006-03-01,2019-04-04,2019-04-04
28905,2006-04-01,2019-04-04,2019-04-04
27864,2006-05-01,2019-04-04,2019-04-04
27339,2006-06-01,2019-04-04,2019-04-04
27327,2006-07-01,2019-04-04,2019-04-04
27358,2006-08-01,2019-04-04,2019-04-04
26994,2006-09-01,2019-04-04,2019-04-04
27161,2006-10-01,2019-04-04,2019-04-04
26647,2006-11-01,2019-04-04,2019-04-04
27100,2006-12-01,2019-04-04,2019-04-04
27533,2007-01-01,2019-04-04,2019-04-04
27088,2007-02-01,2019-04-04,2019-04-04
27506,2007-03-01,2019-04-04,2019-04-04
26610,2007-04-01,2019-04-04,2019-04-04
27144,2007-05-01,2019-04-04,2019-04-04
26638,2007-06-01,2019-04-04,2019-04-04
26860,2007-07-01,2019-04-04,2019-04-04
26625,2007-08-01,2019-04-04,2019-04-04
26412,2007-09-01,2019-04-04,2019-04-04
